,text,score
75,"lace up like leo the ultimate stage awaits",1
76,french mental ,0
77,pharrell x adidas nmd human race pink glow march,1
78,salute,1
79,good luck to our teams participating in all pre season tournaments ,2
80,busy friday ,0
81,present the secondary kit in very suboptimal fashion ,0
82,enter and be a cold blooded blade,-1
83,represent your club step up and be cold blooded,-1
84,"playlist is live gliding through defences from london to europe s mainstage the futur…",0
85,fresh colours so it’s time to performe ,1
86,good for th training starting to pay off thanks amp bravo to my contenders thanks to all for the sup…,2
87,"the baldies break it down review ’s primary kit",-1
88,need to takes stripes off and black the brick wanted lacing like the firestarters,1
89,the pharrell x adidas tennis hu bright yellow is now available at select retailers …,2
90,the pharrell x adidas tennis hu bright blue is now available at select retailers …,2
91,the pharrell x adidas tennis hu scarlet red is now available at select retailers …,1
92,the pharrell x adidas tennis hu bright green is now available at select retailers …,2
93,good luck to our teams participating in all pre season tournaments,2
94,my next partner ocean storm is here,0
95,"never content with ordinary vinnie is 
learn more at adidas careers",0
96,am gym session work done then complete second session of the day feel great let the weekend begin train e…,2
97,if u are getting those cookies and cream s this is great idea,1
98,the pharrell x adidas tennis hu bright blue will be available today at am est …,2
99,the pharrell x adidas tennis hu scarlet red will be available today at am est …,1
100,the pharrell x adidas tennis hu bright yellow will be available today at am est …,2
101,the pharrell x adidas tennis hu bright green will be available today at am est …,2
102,messi playmaking,0
103,pharrell x adidas nmd human race deepest purple march h…,0
104,the pharrell x adidas tennis hu bright green will be available …,2
105,"speed by 
directed by",0
106,flashing lights and loud sirens from the ambulance in the streets of bushwick used to create scenery def…,-1
107,pharrell x adidas nmd human race deepest purple march …,0
108,"no matter what your goal is or how far you are from reach that goal just get started 

 …",0
109,an adidas hi top silhouette sample featuring full boost technology imagine the comfort level i would need to see t…,3
110,"sometimes i wanna quit but art is addictive
rt it if you want",0
111,flashing lights and loud sirens from the ambulance in the streets of bushwick used to create scene…,-1
112,talk year anniversaries and raise a question for in their review of our primary kit ,0
113,you can t put limits on your goals the more you dream the farther you will get ,-1
114,"three stripe everythin 

 

<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E39>",0
115,mailday solar red ,0
116,out here with amp,0
117,ready in sevilla,1
118,stop letting and take over if you truly want it take it do it …,0
119,the new pp collection has arrived and it is pp x season ii,0
120,i would love this going on am train and staying in ea…,1
121,blades fans take on fans in the cold blooded penalty challenge on the pitch at half time of tuesday’s g…,0
122,the beast is coming,0
123,add london to the list leo messi is,0
124,here to create tele arena,0
126,"all black everything 
introducing the new nite crawler pack from the stadium to the street …",0
127,"is there really anything more to say thought pictures were speaking for themselves <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32> 
 …",0
128,get that voice in your head at times of doubt and procrastination words get the…,-2
129,creativity isn t a phase it s a lifestyle i m,0
130,get that voice in your head at times of doubt and procrastination words get the fuck on with it…,-3
131,united ,0
132,represent against sufc tweets in the cold blooded penalty challenge on the pitch at half time of tuesday s game fo…,-2
133,represent against sufc tweets in the cold blooded penalty challenge on the pitch at half time of tuesday s gam…,-2
134,in the quest for creators at difference really counts,0
135,creators gonna create,0
136,"created for winter glory the new and kit for pyeongchang is here 
explore the fan range at http…",1
137,"unreal agility for the gamechanger 
weave through defenders morph into space create when they think you ll crash …",1
138,"watch me create 
directed by leo messi amp",0
139,the spring summer is in the works with points r blks in lewis pal…,1
140,happy,1
141,pharrell x adidas nmd human race flash green march http…,0
142,pharrell x adidas tennis hu bright green march tomorrow …,1
143,pharrell x adidas tennis hu bright yellow march tomorrow …,1
144,ftble on the rise with their street wear enter in the code ftblrech for a free swag bag with every purchase ,1
145,the are a masterpiece rundown on the new city origin kit,1
146,"recently reviewed our new primary kit 

 

spoiler alert <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35>",0
147,a seat at the table with,0
148,adidas arkyn ash pearl april,0
149,part outtakes love adidas to the moon and back ,1
150,"part of the adidas vid considering that we re all busy no time to visit youtube to see end of clip 
yessss i…",0
151,outtakes love adidas to the moon and back ,1
152,"topical references banter baldness 

this review of our secondary jersey has it…",0
153,"i am at adidas brand center centralworld today what about you ",0
154,"ice cold composure 
the new coldblooded 
available now",0
155,watch me take over the new adidas football video ,0
156,quitting is the easy way out but it doesn’t produce anything of value and ends up leading to a habit of quitting…,2
157,"clean ad for 

 ready",2
158,ignal Thursday,0
159,london snow x blue tint ,0
160,have a small quiet confession to make we have a homie who is more amp more putting himself in the a…,0
161,pharrell x adidas nmd human race flash green march,0
162,“a successful man is one who can lay a firm foundation with the bricks others have thrown at him ” h…,1
163,"welcome to the dark side new pack adidas football nite crawler ",0
164,new month new kit ,0
165,am ldn on foot ,0
166,rt the quasar x x …,0
167,"ready to host the <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+383C><U+3E65><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+383C><U+3E66>
the home kit is available now",2
168,"another year to remember 
leo messi is",0
169,proud to welcome the to our family can’t wait to create,2
170,"i’ll announce the winner in about minutes 

if you haven’t entered yet you still have time <U+2620><U+FE0F><U+26BD><U+FE0F> https …",1
171,eqt support adv,1
172,pharrell x adidas tennis hu bright blue march tomorrow …,1
173,i love what you are doing with adidas but can we please get a loud color solar pack,0
174,"days 
start believing 
the awaits <U+26BD><U+FE0F>",0
175,world champions again is,0
176,this is our stage we were born to perform ,0
177,bill boards,0
178,"more than a jersey review union’s primary kit 

 …",0
179,"kb icon jerseynew collection ",0
180,nmd r ai camo pack only worldwide rd outta stay tuned ,0
181,before every game i pray ,0
182,great memories and time to make new ones is back ,1
183,multi million dollar deal sealed,0
184,unleash your skills with the new night crawler pack releases tomorrow march nd will be available…,-1
185,know what your goal is don’t guess it…if you don’t know what you’re goals are you’re never going to get there …,0
186,two more days untill the game can t wait finally get to see ho…,0
187,emails have gone out to those who attended tryouts congratulations to everyone who has secured a cali rebel roster spot …,1
188,weak foot no problem no problem i’m,-3
189,congrats on all your success wi…,1
190,roll out the red carpet,0
191,the icon jersey is beautifully dope,0
192,"i love going to to warm up infront of all this heat 
 …",2
193,"calling all creators 
who’s got next 

choose “rr” division during registra…",0
194,emails have gone out to those who attended tryouts congratulations to everyone who has secured a cali rebel roster…,1
195,much honoured player of the season gros merci …,0
196,merci for the player of the month votes,0
197,loading,0
198,"soon can t wait to show you pp x 
season ii <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E30><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E66>",0
199,back baby happy to launch season ii of my pp collection with,0
200,merci to everybody who was there for me during my recovery merci to all the fans this one’s for you al hamdullilah ,2
201,mission accomplished onto the next round very happy for our victory disappointed to not play on sunday but we focus on t…,2
202,happy with the result ,1
203,we can always do better ,1
204,rt rt the baldies break it down review ’s primary kit …,-1
205,one of the reasons i’m,0
206,the night crawler pack from is now available at,1
207,talk year anniversaries and raise a question for in their review of our primar…,0
208,"kb icon jersey new collection ",0
209,k leather ice skates for the snowy weather only pairs made worldwide …,0
210,our spirit never dies and thanx to all of you in support of and,0
211,"back in the gym today never stop working on yourself <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E61><U+613C><U+3E38>
thanks for another lit session <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E61>
 
 …",0
212,big ups for the signed strip by to not an ever day feature but i followed th…,0
213,baseball team is killing it with the multiple adidas combinations,-1
214,the adidas prophere triple black is now available at select retailers https…,1
215,represent against in the cold blooded penalty challenge on the pitch at half time of tuesday s ga…,-2
216,the adidas prophere triple black will be available at select retailers today at am est …,1
217,my two favorite players going at it tonight vs this is gonna be a dope game …,0
218,"yo … how’s your thursday been so far 

well it just got a little bit better congratulations you’ve won th…",4
219,"”it’s the determination to score push until the end ”patrick cutrone we are ready for this european night full vi…",1
220,the adidas prophere triple black is now available at select retailers,1
221,would you use them here’s some session plans we’ve created what do you think,0
223,don t let griezmann join barca man ask him to join united,0
224,we ll keep the coming if you ll keep loving it holly,1
225,offices are becoming closer to home more open colourful interactive and collaborative however the most signifi…,0
226,european royalty ,0
227,got that new logo you guys were looking for thanks for the design opportunity…,0
228,maestro the greatest of all time is ready for the,2
229,new miteam shirts going out to district football,0
230,the new real madrid icon jersey who’s a fan of this,0
231,there is no pressure when you are making a dream come true,0
232,creating with,0
233,"calling all digital creators 
we’re the future 
but we need you to take us there 
join the",0
234,"cold blooded control 
the new available now here",0
235,adidas launched the new ultra boost x a shoe designed for personalized fit using motion tracking technology durin…,2
236,a adidas kith aspen kind of day enjoy your thursday everyone …,1
237,winning is what you re doing love it,2
238,that s what we like to hear keep surfin the waves,1
239,loving my new adidasza go get yourz …,1
240,tbt adidasfootball amp jdfootball,0
241,let s do this ,0
242,all bape colorways drop today at the space in downtown la this is the only spot you can…,0
243,"yo … how’s your thursday been so far 

well it just got a little bit better congratulations you’v…",3
244,sharing the stage with him ,0
245,i’ll announce the winner of the jersey tomorrow afternoon at around h … good luck to everyone entering,3
246,introducing our new icon jersey by available now in limited,0
247,"i’ll announce the winner in about minutes 

if you haven’t entered yet you still have time <U+2620><U+FE0F><U+26BD><U+FE0F>",1
248,"crisp control for the streets 
the new cold blooded tango available now at",1
249,tweet by podolski houston we have a problem what a move last night from jharden you must have beautif…,-1
250,houston we have a problem you must have beautiful eyes ,0
251,taking ballers to the pro game looking forward to seeing more luke ,0
252,this is my adidas story it’s time to discover yours,0
253,"fantastic day at delivering a pro experience for winners

mor…",1
254,liked on youtube adidas future talents manifesto,2
255,up the bucs,0
256,flying high on is,0
257,shhh get this day fired up ,0
258,hard work only gets you so far to make a difference you need something more powerful unleash your creativity …,0
259,have a small quiet confession to make we have a homie who is more amp more putting himself in the…,0
260,in love with these shoes,1
261,pharrell x adidas tennis hu bright green march https t…,1
262,"this having some fun in the sun <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E31><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E31><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E31> 

 
 
 

 …",1
263,"kendale 

 he s a freshman",0
264,chap wins the track meet over mountain vista,1
265,pharrell x adidas tennis hu scarlet red march,0
266,behind the scenes at the creators lab,0
267,couldn t help myself this guy …,0
268,a digital mindset is critical in any role you step to with us and we believe that is what fuels the next lap mult…,-1
269,march on,0
270,calling all creators let’s change sport let’s change lives let’s create,0
271,"great to meet amp fans 

thanks for the chat",2
272,retro style meets modern innovation and alex mendoza rep in the new home kit …,2
273,adidas prophere triple black march tomorrow,0
274,pharrell x adidas tennis hu bright blue march,1
275,just received my spain fifa world cup home jersey la roja are going to blast their way to the world cup heretocreate …,0
276,the best brand for the best sport and for the best team …,3
277,"you were made
to do great things
so believe in yourself 

 <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+393C><U+3E30> …",1
278,pharrell x adidas tennis hu bright green march,1
279,my special welcome present only pieces rt if you’re or if you ju…,0
280,day on feet people slept on these hard …,-1
281,great things to come,1
282,"adult pick up games tonight in richardson 
 amp up pm pm 
 
 …",0
283,present a suboptimal review of a slightly more optimal jersey the navy seal foundation is in the cr…,1
285,amp get with it,0
286,has anyone ever gotten an deal through twitter i’m tryna make a breakthrough here,1
287,morning vibes,0
288,morning vibes ,0
289,we are so motivated to all those who are thanks to for always capturing awesome mom…,2
290,from one iconic team to another amp are always creating,0
291,you guys should remake such adverts they rocked,0
292,fantastic day at delivering a pro experience for winne…,1
293,"victory bound as one the home jersey is available now",2
294,"thankyouuu so proud to have been a part of the team for a year now<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E65> 
 
 …",1
295,i liked a video,1
296,what can i say dream come true to make my wembley debut not the result that we wanted but we go again this weekend…,0
297,pharrell x adidas tennis hu bright yellow march https …,1
298,oh i also had to grab another pair of overkills since running them into the g…,0
299,"retweeted paul pogba 

good morning <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E65>",1
300,amazing this is truly becoming something special so proud to be a part of this and can t wait to kick it off this weekend…,2
301,am ldn ,0
302,love the new video lads the editing was wavyyyyy just like jez s hoodie which one was that jez …,2
303,proud to have you in our team niall the future of digital,1
304,these featherweight x purespeed boots are worth your weight in gold having lightweight boots is a ke…,2
305,did someone say gold …,1
306,calling all creators click on my picture to watch our stories join the movement,0
307,"leave a path of flames for those to follow the adidas nemziz agility cold blood pack available now on azteca s…",1
308,this has my name invisibly written all over it,0
309,are these in your collection …,0
310,this is may be better “ watch me create “ …,1
311,"we re we lead we don t follow 
 and the bianconeri take the…",1
312,special offer sign up for our harlow futsal centre if you refer a friend and they sign up you receive a free months t…,1
313,beautiful ,1
314,version of with ,0
315,"we’re delighted to announce we will be in partnership with the fa to deliver the amazing ",2
316,amazing this is truly becoming something special so proud to be a part of this and can t wait to kick it off this…,2
317,starting to believe that hashtag is about hair and not football,0
318,great comeback from the boys last night looking forward to the second leg at wembley ,1
319,special offer sign up for our harlow futsal centre if you refer a friend and they sign up you receive a fr…,0
320,amazing moment at hub being presented with a personalised medalist hoody and watch thank you h…,2
321,am not going to talk about but abo…,0
322,"watch and learn 
 
 
 leo messi",0
323,an icon off the pitch still a legend on it,0
324,"control by 
directed by 
 
—",0
325,bon samedi  enjoy your saturday,1
326,well after the gym aim is the frozen ground and snow no kicking…,0
327,we’re delighted to announce we will be in partnership with the fa to deliver the amazing…,1
328,"just smile <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E31><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E31><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E31><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E31><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E31>
 …",1
329,"control everything 
own every moment 
 presented by",0
330,"road to kiev 
introducing the new official match ball of the knock out phase 
 https…",-1
331,take control in the new adidas ,0
332,answer the public helps content marketers to identify the best topics for content    …,1
333,"youtube ads how to guide  
no matter how good your video ad content is without the ri…",1
334,"don’t decrease 
the goal 
increase 
the effort 

 …",0
335,pharrell x adidas tennis hu bright yellow march,1
336,i’m absolutely loving them thank you for all you’re doing to move the industry forward alw…,2
337,"when the pressure is high rise above it 
leo messi leads to the world cup <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+383C><U+3E36>",1
338,world equality,0
339,"unrivaled agility the nemeziz now available at ",3
340,"i can t get enough of this song <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E34><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E34><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E66> shout to for this fire joint<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35> amp 
shout out to …",1
341,we believe in the we are with freelancers remote workers creative minds amp founders contact us amp ,1
342,"a master class of class 
the new coldblooded directed by",1
343,launches employer brand campaign,0
344,“a successful man is one who can lay a firm foundation with the bricks others have thrown at him ” …,1
345,l would love to win the signed jersey ,2
346,this one i am winning it for my granny amp thats my biggest rival in the days only,0
347,let’s go for another win in narok sofapaka vs afc leopards a much needed…,1
348,perfect ,1
349,fingers crossed,0
350,new cold blooded only for the ,-1
351,become part of our story join us,0
352,"agility by directed by leo messi",1
353,"control by 
directed by",0
354,"on court dna off court soul
 

what c w is your favorite so far 

 …",1
355,heading into the weekend like in the new cold blooded,0
356,pure speed the way introducing the new available at,2
357,next level agility brought to you by,1
358,it s afternoon in east africa good afternoon,1
359,done,0
360,is for the love of the beautiful game,2
361,followed fingers crossed i would appreciate as i’m a huge fan of,1
362,i believe,0
363,following already,0
364,"times change 
the greatest remains",1
365,is creation sport amp creativity check our article about this week end,0
366,done,0
367,please mr crann make my day,0
368,gameday breathing some with the women,0
369,finger crossed ,0
370,yessss please for my hubby,0
371,oh it’s lit x,0
372,going to a derby wearing that would ve a blast ,0
373,"how’s this for a prize 

ahead of this weekend’s i have this amazing orlando pirates signed jersey t…",2
374,amazing experience in tokyo with thanks for such a warm welcome,3
375,all highlights from this street football event in paris are here…,0
376,"play to be feared 
the new nocturnal skin exclusively available via the glitch app in <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E37><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E61> amp <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E62><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E37>
 …",0
377,kick off pm ,0
378,"any city any time no matter what",0
379,let’s go for another win in narok sofapaka vs afc leopards a much ne…,1
380,just a few days away,0
381,"mail day part adidas nmd pharrell hu human being “sharp blue” can’t believe i got these in a recent trade with …",0
382,tuned in zoned out,0
383,intensity,0
384,ladies first,0
385,"leave a path of flames for those to follow the adidas nemziz agility cold blood pack available now on…",1
386,"mail day part 

adidas ultra boost uncaged kolor <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E39>

silver heel cup blue continental outsole amp under retail this was…",1
387,cookin up something special,0
388,present a suboptimal review of a slightly more optimal jersey the navy seal foundation is in t…,1
389,"shout out to our family for the hospitality at this year’s directors’ meeting in portland 

it’s almost go time…",0
390,"calling all creators 
who’s got next 

choose “rr” division during regis…",0
391,fitbit is definitely,0
392,my friend’s now debating on making a twitter after her favorite feminine sneaker collector just foll…,1
393,late post but had to represent thank you for the ace ultraboost and helping me continue to crea…,2
394,"shout out to our family for the hospitality at this year’s directors’ meeting in portland 

it’s almost go…",0
395,all my stress and worries disappear when playing the beautiful game,-1
396,"mail day part 

adidas nmd pharrell hu human being “sharp blue” <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E39>

can’t believe i got these in a recent trade…",0
397,great fun shooting with amp ,2
398,i’m loving these right now …,2
399,"unleash your instinct introducing the new lone hunter pack available now",-1
400,for all,0
401,world cup russia,0
402,"i can t get enough of this song <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E34><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E34><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E66> shout to for this fire joint<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35> amp 
shout out to…",1
403,made for la exclusive to the event the am la adicon was inspired by the location which was formerly a…,0
404,"let go keep it simple move quickly 
secrets to having a successful and productive entrepreneurial mind…",2
405,"never let waiting become a habit 
you can feel sore tomorrow or you can feel
sorry tomorrow 

 …",-1
406,good day to and all of u in support of and,2
407,i have a theory that the next level of futurecraft d is a with an sole like parley wi…,1
408,excited to receive an invite to the adidas all academic camp,1
409,i appreciate you guys time to influence,1
410,"oh what a night fc samba took the trophy and will join us on our summer tour sign up and next time i…",1
411,"it takes creativity to become outright conference champions 

congratulations jayhawks",1
412,"calling all creators 
who’s got next 

choose “rr” division during…",0
413,adidas prophere triple black march,0
414,the game will never be the same,0
415,"la sele introducing the home jersey exclusively available now",1
416,rehearsals later today d can t wait,0
417,had a great time playing in the on sunday unfortunately picked up an injury and fracture…,-1
418,been shooting this talented drummer of course you may identify him,1
419,give me five,0
420,i know what it takes to make it where i want to be no limits one lane one expectation many opportunities i am the c…,-1
421,"detailed look 

adidas x pharrell hu holi nmd trail “blank canvas” 

 

on foot pictures coming soon…",0
422,ready set go for the champion search kicking off today at reddford house the hills in pretoria…,2
423,"surround yourself with
positive people
who are going to push you toward greatness 
 …",1
424,"eqt support yuanxiao 
bluish tint to the boost sole and the primeknit is on point <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+623C><U+3E34><U+26AB><U+FE0F><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+623C><U+3E34><U+26AB><U+FE0F>
 …",2
425,thank ,1
426,back in manchester the boss met lucky fans at the store today before we jet out on our us tour tomorrow …,2
427,"cause chaos on the pitch 
think fast and play explosive with cold blooded available now",-1
428,"coerver pro tour 
day done 
full tour of ’s home stadium the santiago bernabéu <U+2705>

 https…",0
429,"a master class of class 
 the new coldblooded directed by 
 …",1
430,the album spends second week at no on chart,0
431,locked amp loaded introducing the new coldblooded pack available at leading <U+200B>stores and,2
432,"we are proud to announce we are sponsoring a future and star 

we are looking for…",1
433,"thanks to for having us for a restorative session keep your eyes peeled on quins tv for more …",-1
434,"retweeted paul pogba 

wakanda forever <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E65><U+200D><U+2642><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E65>",0
435,leo messi he is the,0
